model,idx,part_id,pred_file,gt_file,T_prec,T_sens,clDice,CC_pred,CC_gt,Holes_pred,Holes_gt,abs_dBeta0,abs_dBeta1,Betti_Error
DeepLabV3+ (R50),20,Part02/0466,0020.png,data/TP-Dataset/GroundTruth/Part02/0466.png,0.529604068289,0.540564219380,0.535028019525,118,1,72,0,117,72,189
DeepLabV3+ (R50),21,Part08/0997,0021.png,data/TP-Dataset/GroundTruth/Part08/0997.png,1.000000000000,0.341013824885,0.508591065292,2,2,0,0,0,0,0
DeepLabV3+ (R50),22,Part02/0084,0022.png,data/TP-Dataset/GroundTruth/Part02/0084.png,0.678084631075,0.882437423061,0.766880868972,245,1,300,0,244,300,544
DeepLabV3+ (R50),23,Part02/0475,0023.png,data/TP-Dataset/GroundTruth/Part02/0475.png,0.327330508475,0.517870167761,0.401122976124,168,1,84,0,167,84,251
DeepLabV3+ (R50),24,Part02/0348,0024.png,data/TP-Dataset/GroundTruth/Part02/0348.png,0.549418215862,1.000000000000,0.709192921881,66,1,23,0,65,23,88
DeepLabV3+ (R50),25,Part02/0214,0025.png,data/TP-Dataset/GroundTruth/Part02/0214.png,0.859789569991,0.961695376247,0.907891833762,19,3,6,0,16,6,22
DeepLabV3+ (R50),26,Part02/0219,0026.png,data/TP-Dataset/GroundTruth/Part02/0219.png,0.206456356102,0.975580343684,0.340792739985,135,3,86,0,132,86,218
DeepLabV3+ (R50),27,Part02/0273,0027.png,data/TP-Dataset/GroundTruth/Part02/0273.png,0.837555135476,0.870322245322,0.853624357678,47,1,34,0,46,34,80
DeepLabV3+ (R50),28,Part08/1072,0028.png,data/TP-Dataset/GroundTruth/Part08/1072.png,0.993019197208,0.949101796407,0.970563942241,1,1,0,0,0,0,0
DeepLabV3+ (R50),29,Part02/0356,0029.png,data/TP-Dataset/GroundTruth/Part02/0356.png,0.806419457735,1.000000000000,0.892837435161,14,1,7,0,13,7,20
DeepLabV3+ (R50),30,Part03/0574,0030.png,data/TP-Dataset/GroundTruth/Part03/0574.png,0.789219143577,0.552866242038,0.650230792661,74,2,65,0,72,65,137
DeepLabV3+ (R50),31,Part01/0016,0031.png,data/TP-Dataset/GroundTruth/Part01/0016.png,0.992098331870,0.902382782475,0.945116260513,1,1,0,0,0,0,0
DeepLabV3+ (R50),32,Part08/1264,0032.png,data/TP-Dataset/GroundTruth/Part08/1264.png,1.000000000000,0.854489164087,0.921535893155,1,3,0,0,2,0,2
DeepLabV3+ (R50),33,Part07/0840,0033.png,data/TP-Dataset/GroundTruth/Part07/0840.png,0.993015133877,0.958668197474,0.975539436307,1,1,0,0,0,0,0
DeepLabV3+ (R50),34,Part09/1227,0034.png,data/TP-Dataset/GroundTruth/Part09/1227.png,1.000000000000,1.000000000000,0.999999999999,1,1,0,0,0,0,0
DeepLabV3+ (R50),35,Part08/1164,0035.png,data/TP-Dataset/GroundTruth/Part08/1164.png,0.999159663866,0.922480620155,0.959290283432,1,1,0,0,0,0,0
DeepLabV3+ (R50),36,Part03/0637,0036.png,data/TP-Dataset/GroundTruth/Part03/0637.png,0.985892566468,0.640185113768,0.776289783075,9,1,2,0,8,2,10
DeepLabV3+ (R50),37,Part02/0436,0037.png,data/TP-Dataset/GroundTruth/Part02/0436.png,0.962400471837,0.999002991027,0.980360204449,19,1,9,0,18,9,27
DeepLabV3+ (R50),38,Part08/1091,0038.png,data/TP-Dataset/GroundTruth/Part08/1091.png,0.834083239595,0.998685939553,0.908993028994,5,1,5,0,4,5,9
DeepLabV3+ (R50),39,Part03/0636,0039.png,data/TP-Dataset/GroundTruth/Part03/0636.png,0.894414168937,0.976478494624,0.933646508177,3,2,0,0,1,0,1
DeepLabV3+ (R50),40,Part03/0595,0040.png,data/TP-Dataset/GroundTruth/Part03/0595.png,0.997336697505,0.678302621334,0.807448343643,118,1,93,0,117,93,210
DeepLabV3+ (R50),41,Part08/1215,0041.png,data/TP-Dataset/GroundTruth/Part08/1215.png,0.858286492931,0.940211526009,0.897383088303,38,1,18,0,37,18,55
DeepLabV3+ (R50),42,Part02/0188,0042.png,data/TP-Dataset/GroundTruth/Part02/0188.png,0.861824433222,0.737412858249,0.794779388900,77,2,51,0,75,51,126
